product,price,quantity,date,region
gold morsel,$9.99 ,555,3/16/2019,west
magenta morsel,$2.50 ,539,3/16/2019,north
magenta morsel,$2.50 ,577,3/16/2019,south
magenta morsel,$2.50 ,589,3/16/2019,east
magenta morsel,$2.50 ,542,3/16/2019,west
chartreuse morsel,$3.00 ,560,3/16/2019,north
chartreuse morsel,$3.00 ,547,3/16/2019,south
chartreuse morsel,$3.00 ,559,3/16/2019,east
chartreuse morsel,$3.00 ,557,3/16/2019,west
periwinkle morsel,$1.25 ,584,3/16/2019,north
periwinkle morsel,$1.25 ,528,3/16/2019,south
periwinkle morsel,$1.25 ,505,3/16/2019,east
periwinkle morsel,$1.25 ,564,3/16/2019,west
vermilion morsel,$4.99 ,546,3/16/2019,north
vermilion morsel,$4.99 ,599,3/16/2019,south
vermilion morsel,$4.99 ,583,3/16/2019,east
vermilion morsel,$4.99 ,582,3/16/2019,west
lapis morsel,$1.99 ,516,3/16/2019,north
lapis morsel,$1.99 ,529,3/16/2019,south
lapis morsel,$1.99 ,521,3/16/2019,east
lapis morsel,$1.99 ,576,3/16/2019,west
pink morsel,$3.00 ,561,3/17/2019,north
pink morsel,$3.00 ,546,3/17/2019,south
pink morsel,$3.00 ,515,3/17/2019,east
pink morsel,$3.00 ,557,3/17/2019,west
gold morsel,$9.99 ,596,3/17/2019,north
gold morsel,$9.99 ,578,3/17/2019,south
gold morsel,$9.99 ,534,3/17/2019,east
gold morsel,$9.99 ,565,3/17/2019,west
magenta morsel,$2.50 ,574,3/17/2019,north
magenta morsel,$2.50 ,509,3/17/2019,south
magenta morsel,$2.50 ,576,3/17/2019,east
magenta morsel,$2.50 ,538,3/17/2019,west
chartreuse morsel,$3.00 ,502,3/17/2019,north
chartreuse morsel,$3.00 ,600,3/17/2019,south
chartreuse morsel,$3.00 ,584,3/17/2019,east
chartreuse morsel,$3.00 ,511,3/17/2019,west
periwinkle morsel,$1.25 ,584,3/17/2019,north
periwinkle morsel,$1.25 ,570,3/17/2019,south
periwinkle morsel,$1.25 ,600,3/17/2019,east
periwinkle morsel,$1.25 ,505,3/17/2019,west
vermilion morsel,$4.99 ,573,3/17/2019,north
vermilion morsel,$4.99 ,572,3/17/2019,south
vermilion morsel,$4.99 ,590,3/17/2019,east
vermilion morsel,$4.99 ,576,3/17/2019,west
lapis morsel,$1.99 ,582,3/17/2019,north
lapis morsel,$1.99 ,537,3/17/2019,south
lapis morsel,$1.99 ,581,3/17/2019,east
lapis morsel,$1.99 ,559,3/17/2019,west
pink morsel,$3.00 ,567,3/18/2019,north
pink morsel,$3.00 ,505,3/18/2019,south
pink morsel,$3.00 ,588,3/18/2019,east
pink morsel,$3.00 ,556,3/18/2019,west
gold morsel,$9.99 ,572,3/18/2019,north
gold morsel,$9.99 ,571,3/18/2019,south
gold morsel,$9.99 ,560,3/18/2019,east
gold morsel,$9.99 ,592,3/18/2019,west
magenta morsel,$2.50 ,571,3/18/2019,north
magenta morsel,$2.50 ,569,3/18/2019,south
magenta morsel,$2.50 ,550,3/18/2019,east
magenta morsel,$2.50 ,518,3/18/2019,west
chartreuse morsel,$3.00 ,532,3/18/2019,north
chartreuse morsel,$3.00 ,593,3/18/2019,south
chartreuse morsel,$3.00 ,567,3/18/2019,east
chartreuse morsel,$3.00 ,568,3/18/2019,west
periwinkle morsel,$1.25 ,582,3/18/2019,north
periwinkle morsel,$1.25 ,575,3/18/2019,south
periwinkle morsel,$1.25 ,561,3/18/2019,east
periwinkle morsel,$1.25 ,515,3/18/2019,west
vermilion morsel,$4.99 ,568,3/18/2019,north
vermilion morsel,$4.99 ,537,3/18/2019,south
vermilion morsel,$4.99 ,595,3/18/2019,east
vermilion morsel,$4.99 ,509,3/18/2019,west
lapis morsel,$1.99 ,521,3/18/2019,north
lapis morsel,$1.99 ,599,3/18/2019,south
lapis morsel,$1.99 ,518,3/18/2019,east
lapis morsel,$1.99 ,543,3/18/2019,west
pink morsel,$3.00 ,559,3/19/2019,north
pink morsel,$3.00 ,584,3/19/2019,south
pink morsel,$3.00 ,545,3/19/2019,east
pink morsel,$3.00 ,535,3/19/2019,west
gold morsel,$9.99 ,514,3/19/2019,north
gold morsel,$9.99 ,505,3/19/2019,south
gold morsel,$9.99 ,552,3/19/2019,east
gold morsel,$9.99 ,589,3/19/2019,west
magenta morsel,$2.50 ,517,3/19/2019,north
magenta morsel,$2.50 ,520,3/19/2019,south
magenta morsel,$2.50 ,527,3/19/2019,east
magenta morsel,$2.50 ,502,3/19/2019,west
chartreuse morsel,$3.00 ,514,3/19/2019,north
chartreuse morsel,$3.00 ,598,3/19/2019,south
chartreuse morsel,$3.00 ,593,3/19/2019,east
chartreuse morsel,$3.00 ,534,3/19/2019,west
periwinkle morsel,$1.25 ,500,3/19/2019,north
periwinkle morsel,$1.25 ,503,3/19/2019,south
periwinkle morsel,$1.25 ,567,3/19/2019,east
periwinkle morsel,$1.25 ,534,3/19/2019,west
vermilion morsel,$4.99 ,545,3/19/2019,north
vermilion morsel,$4.99 ,542,3/19/2019,south
vermilion morsel,$4.99 ,546,3/19/2019,east
vermilion morsel,$4.99 ,572,3/19/2019,west
lapis morsel,$1.99 ,504,3/19/2019,north
lapis morsel,$1.99 ,528,3/19/2019,south
lapis morsel,$1.99 ,530,3/19/2019,east
lapis morsel,$1.99 ,577,3/19/2019,west
pink morsel,$3.00 ,545,3/20/2019,north
pink morsel,$3.00 ,532,3/20/2019,south
pink morsel,$3.00 ,536,3/20/2019,east
pink morsel,$3.00 ,593,3/20/2019,west
gold morsel,$9.99 ,563,3/20/2019,north
gold morsel,$9.99 ,535,3/20/2019,south
gold morsel,$9.99 ,598,3/20/2019,east
gold morsel,$9.99 ,531,3/20/2019,west
magenta morsel,$2.50 ,500,3/20/2019,north
magenta morsel,$2.50 ,558,3/20/2019,south
magenta morsel,$2.50 ,544,3/20/2019,east
magenta morsel,$2.50 ,544,3/20/2019,west
chartreuse morsel,$3.00 ,553,3/20/2019,north
chartreuse morsel,$3.00 ,502,3/20/2019,south
chartreuse morsel,$3.00 ,580,3/20/2019,east
chartreuse morsel,$3.00 ,523,3/20/2019,west
periwinkle morsel,$1.25 ,509,3/20/2019,north
periwinkle morsel,$1.25 ,588,3/20/2019,south
periwinkle morsel,$1.25 ,550,3/20/2019,east
periwinkle morsel,$1.25 ,504,3/20/2019,west
vermilion morsel,$4.99 ,510,3/20/2019,north
vermilion morsel,$4.99 ,593,3/20/2019,south
vermilion morsel,$4.99 ,525,3/20/2019,east
vermilion morsel,$4.99 ,503,3/20/2019,west
lapis morsel,$1.99 ,510,3/20/2019,north
lapis morsel,$1.99 ,547,3/20/2019,south
lapis morsel,$1.99 ,538,3/20/2019,east
lapis morsel,$1.99 ,542,3/20/2019,west
pink morsel,$3.00 ,592,3/21/2019,north
pink morsel,$3.00 ,545,3/21/2019,south
pink morsel,$3.00 ,597,3/21/2019,east
pink morsel,$3.00 ,593,3/21/2019,west
gold morsel,$9.99 ,563,3/21/2019,north
gold morsel,$9.99 ,500,3/21/2019,south
gold morsel,$9.99 ,527,3/21/2019,east
gold morsel,$9.99 ,550,3/21/2019,west
magenta morsel,$2.50 ,599,3/21/2019,north
magenta morsel,$2.50 ,571,3/21/2019,south
magenta morsel,$2.50 ,504,3/21/2019,east
magenta morsel,$2.50 ,510,3/21/2019,west
chartreuse morsel,$3.00 ,577,3/21/2019,north
chartreuse morsel,$3.00 ,574,3/21/2019,south
chartreuse morsel,$3.00 ,519,3/21/2019,east
chartreuse morsel,$3.00 ,524,3/21/2019,west
periwinkle morsel,$1.25 ,570,3/21/2019,north
periwinkle morsel,$1.25 ,586,3/21/2019,south
periwinkle morsel,$1.25 ,530,3/21/2019,east
periwinkle morsel,$1.25 ,589,3/21/2019,west
vermilion morsel,$4.99 ,557,3/21/2019,north
vermilion morsel,$4.99 ,590,3/21/2019,south
vermilion morsel,$4.99 ,579,3/21/2019,east
vermilion morsel,$4.99 ,582,3/21/2019,west
lapis morsel,$1.99 ,564,3/21/2019,north
lapis morsel,$1.99 ,580,3/21/2019,south
lapis morsel,$1.99 ,533,3/21/2019,east
lapis morsel,$1.99 ,554,3/21/2019,west
pink morsel,$3.00 ,582,3/22/2019,north
pink morsel,$3.00 ,515,3/22/2019,south
pink morsel,$3.00 ,589,3/22/2019,east
pink morsel,$3.00 ,577,3/22/2019,west
gold morsel,$9.99 ,572,3/22/2019,north
gold morsel,$9.99 ,563,3/22/2019,south
gold morsel,$9.99 ,542,3/22/2019,east
gold morsel,$9.99 ,575,3/22/2019,west
magenta morsel,$2.50 ,519,3/22/2019,north
magenta morsel,$2.50 ,529,3/22/2019,south
magenta morsel,$2.50 ,587,3/22/2019,east
magenta morsel,$2.50 ,541,3/22/2019,west
chartreuse morsel,$3.00 ,500,3/22/2019,north
chartreuse morsel,$3.00 ,573,3/22/2019,south
chartreuse morsel,$3.00 ,543,3/22/2019,east
chartreuse morsel,$3.00 ,539,3/22/2019,west
periwinkle morsel,$1.25 ,539,3/22/2019,north
periwinkle morsel,$1.25 ,565,3/22/2019,south
periwinkle morsel,$1.25 ,547,3/22/2019,east
periwinkle morsel,$1.25 ,524,3/22/2019,west
vermilion morsel,$4.99 ,566,3/22/2019,north
vermilion morsel,$4.99 ,573,3/22/2019,south
vermilion morsel,$4.99 ,501,3/22/2019,east
vermilion morsel,$4.99 ,566,3/22/2019,west
lapis morsel,$1.99 ,534,3/22/2019,north
lapis morsel,$1.99 ,545,3/22/2019,south
lapis morsel,$1.99 ,541,3/22/2019,east
lapis morsel,$1.99 ,503,3/22/2019,west
pink morsel,$3.00 ,578,3/23/2019,north
pink morsel,$3.00 ,503,3/23/2019,south
pink morsel,$3.00 ,562,3/23/2019,east
pink morsel,$3.00 ,599,3/23/2019,west
gold morsel,$9.99 ,581,3/23/2019,north
gold morsel,$9.99 ,591,3/23/2019,south
gold morsel,$9.99 ,596,3/23/2019,east
gold morsel,$9.99 ,585,3/23/2019,west
magenta morsel,$2.50 ,564,3/23/2019,north
magenta morsel,$2.50 ,533,3/23/2019,south
magenta morsel,$2.50 ,560,3/23/2019,east
magenta morsel,$2.50 ,593,3/23/2019,west
chartreuse morsel,$3.00 ,544,3/23/2019,north
chartreuse morsel,$3.00 ,508,3/23/2019,south
chartreuse morsel,$3.00 ,501,3/23/2019,east
chartreuse morsel,$3.00 ,590,3/23/2019,west
periwinkle morsel,$1.25 ,581,3/23/2019,north
periwinkle morsel,$1.25 ,566,3/23/2019,south
periwinkle morsel,$1.25 ,567,3/23/2019,east
periwinkle morsel,$1.25 ,598,3/23/2019,west
vermilion morsel,$4.99 ,590,3/23/2019,north
vermilion morsel,$4.99 ,590,3/23/2019,south
vermilion morsel,$4.99 ,578,3/23/2019,east
vermilion morsel,$4.99 ,523,3/23/2019,west
lapis morsel,$1.99 ,558,3/23/2019,north
lapis morsel,$1.99 ,561,3/23/2019,south
lapis morsel,$1.99 ,596,3/23/2019,east
lapis morsel,$1.99 ,501,3/23/2019,west
pink morsel,$3.00 ,522,3/24/2019,north
pink morsel,$3.00 ,519,3/24/2019,south
pink morsel,$3.00 ,599,3/24/2019,east
pink morsel,$3.00 ,585,3/24/2019,west
gold morsel,$9.99 ,600,3/24/2019,north
gold morsel,$9.99 ,517,3/24/2019,south
gold morsel,$9.99 ,592,3/24/2019,east
gold morsel,$9.99 ,513,3/24/2019,west
magenta morsel,$2.50 ,597,3/24/2019,north
magenta morsel,$2.50 ,576,3/24/2019,south
magenta morsel,$2.50 ,565,3/24/2019,east
magenta morsel,$2.50 ,594,3/24/2019,west
chartreuse morsel,$3.00 ,548,3/24/2019,north
chartreuse morsel,$3.00 ,523,3/24/2019,south
chartreuse morsel,$3.00 ,594,3/24/2019,east
chartreuse morsel,$3.00 ,524,3/24/2019,west
periwinkle morsel,$1.25 ,577,3/24/2019,north
periwinkle morsel,$1.25 ,548,3/24/2019,south
periwinkle morsel,$1.25 ,522,3/24/2019,east
periwinkle morsel,$1.25 ,520,3/24/2019,west
vermilion morsel,$4.99 ,512,3/24/2019,north
vermilion morsel,$4.99 ,568,3/24/2019,south
vermilion morsel,$4.99 ,574,3/24/2019,east
vermilion morsel,$4.99 ,598,3/24/2019,west
lapis morsel,$1.99 ,585,3/24/2019,north
lapis morsel,$1.99 ,565,3/24/2019,south
lapis morsel,$1.99 ,511,3/24/2019,east
lapis morsel,$1.99 ,570,3/24/2019,west
pink morsel,$3.00 ,550,3/25/2019,north
pink morsel,$3.00 ,500,3/25/2019,south
pink morsel,$3.00 ,518,3/25/2019,east
pink morsel,$3.00 ,578,3/25/2019,west
gold morsel,$9.99 ,546,3/25/2019,north
gold morsel,$9.99 ,545,3/25/2019,south
gold morsel,$9.99 ,560,3/25/2019,east
gold morsel,$9.99 ,596,3/25/2019,west
magenta morsel,$2.50 ,516,3/25/2019,north
magenta morsel,$2.50 ,509,3/25/2019,south
magenta morsel,$2.50 ,501,3/25/2019,east
magenta morsel,$2.50 ,560,3/25/2019,west
chartreuse morsel,$3.00 ,546,3/25/2019,north
chartreuse morsel,$3.00 ,539,3/25/2019,south
chartreuse morsel,$3.00 ,515,3/25/2019,east
chartreuse morsel,$3.00 ,568,3/25/2019,west
periwinkle morsel,$1.25 ,524,3/25/2019,north
periwinkle morsel,$1.25 ,598,3/25/2019,south
periwinkle morsel,$1.25 ,530,3/25/2019,east
periwinkle morsel,$1.25 ,500,3/25/2019,west
vermilion morsel,$4.99 ,568,3/25/2019,north
vermilion morsel,$4.99 ,518,3/25/2019,south
vermilion morsel,$4.99 ,588,3/25/2019,east
vermilion morsel,$4.99 ,600,3/25/2019,west
lapis morsel,$1.99 ,528,3/25/2019,north
lapis morsel,$1.99 ,600,3/25/2019,south
lapis morsel,$1.99 ,565,3/25/2019,east
lapis morsel,$1.99 ,573,3/25/2019,west
pink morsel,$3.00 ,567,3/26/2019,north
pink morsel,$3.00 ,594,3/26/2019,south
pink morsel,$3.00 ,599,3/26/2019,east
pink morsel,$3.00 ,519,3/26/2019,west
gold morsel,$9.99 ,575,3/26/2019,north
gold morsel,$9.99 ,512,3/26/2019,south
gold morsel,$9.99 ,543,3/26/2019,east
gold morsel,$9.99 ,560,3/26/2019,west
magenta morsel,$2.50 ,562,3/26/2019,north
magenta morsel,$2.50 ,551,3/26/2019,south
magenta morsel,$2.50 ,585,3/26/2019,east
magenta morsel,$2.50 ,549,3/26/2019,west
chartreuse morsel,$3.00 ,556,3/26/2019,north
chartreuse morsel,$3.00 ,543,3/26/2019,south
chartreuse morsel,$3.00 ,550,3/26/2019,east
chartreuse morsel,$3.00 ,589,3/26/2019,west
periwinkle morsel,$1.25 ,560,3/26/2019,north
periwinkle morsel,$1.25 ,511,3/26/2019,south
periwinkle morsel,$1.25 ,554,3/26/2019,east
periwinkle morsel,$1.25 ,510,3/26/2019,west
vermilion morsel,$4.99 ,527,3/26/2019,north
vermilion morsel,$4.99 ,557,3/26/2019,south
vermilion morsel,$4.99 ,527,3/26/2019,east
vermilion morsel,$4.99 ,518,3/26/2019,west
lapis morsel,$1.99 ,559,3/26/2019,north
lapis morsel,$1.99 ,533,3/26/2019,south
lapis morsel,$1.99 ,570,3/26/2019,east
lapis morsel,$1.99 ,503,3/26/2019,west
pink morsel,$3.00 ,556,3/27/2019,north
pink morsel,$3.00 ,525,3/27/2019,south
pink morsel,$3.00 ,536,3/27/2019,east
pink morsel,$3.00 ,509,3/27/2019,west
gold morsel,$9.99 ,572,3/27/2019,north
gold morsel,$9.99 ,585,3/27/2019,south
gold morsel,$9.99 ,582,3/27/2019,east
gold morsel,$9.99 ,597,3/27/2019,west
magenta morsel,$2.50 ,590,3/27/2019,north
magenta morsel,$2.50 ,551,3/27/2019,south
magenta morsel,$2.50 ,545,3/27/2019,east
magenta morsel,$2.50 ,503,3/27/2019,west
chartreuse morsel,$3.00 ,536,3/27/2019,north
chartreuse morsel,$3.00 ,501,3/27/2019,south
chartreuse morsel,$3.00 ,596,3/27/2019,east
chartreuse morsel,$3.00 ,549,3/27/2019,west
periwinkle morsel,$1.25 ,565,3/27/2019,north
periwinkle morsel,$1.25 ,501,3/27/2019,south
periwinkle morsel,$1.25 ,552,3/27/2019,east
periwinkle morsel,$1.25 ,570,3/27/2019,west
vermilion morsel,$4.99 ,592,3/27/2019,north
vermilion morsel,$4.99 ,522,3/27/2019,south
vermilion morsel,$4.99 ,537,3/27/2019,east
vermilion morsel,$4.99 ,599,3/27/2019,west
lapis morsel,$1.99 ,552,3/27/2019,north
lapis morsel,$1.99 ,549,3/27/2019,south
lapis morsel,$1.99 ,516,3/27/2019,east
lapis morsel,$1.99 ,588,3/27/2019,west
pink morsel,$3.00 ,506,3/28/2019,north
pink morsel,$3.00 ,503,3/28/2019,south
pink morsel,$3.00 ,589,3/28/2019,east
pink morsel,$3.00 ,519,3/28/2019,west
gold morsel,$9.99 ,574,3/28/2019,north
gold morsel,$9.99 ,560,3/28/2019,south
gold morsel,$9.99 ,504,3/28/2019,east
gold morsel,$9.99 ,584,3/28/2019,west
magenta morsel,$2.50 ,597,3/28/2019,north
magenta morsel,$2.50 ,516,3/28/2019,south
magenta morsel,$2.50 ,525,3/28/2019,east
magenta morsel,$2.50 ,563,3/28/2019,west
chartreuse morsel,$3.00 ,501,3/28/2019,north
chartreuse morsel,$3.00 ,599,3/28/2019,south
chartreuse morsel,$3.00 ,506,3/28/2019,east
chartreuse morsel,$3.00 ,572,3/28/2019,west
periwinkle morsel,$1.25 ,599,3/28/2019,north
periwinkle morsel,$1.25 ,549,3/28/2019,south
periwinkle morsel,$1.25 ,566,3/28/2019,east
periwinkle morsel,$1.25 ,555,3/28/2019,west
vermilion morsel,$4.99 ,516,3/28/2019,north
vermilion morsel,$4.99 ,502,3/28/2019,south
vermilion morsel,$4.99 ,594,3/28/2019,east
vermilion morsel,$4.99 ,583,3/28/2019,west
lapis morsel,$1.99 ,504,3/28/2019,north
lapis morsel,$1.99 ,563,3/28/2019,south
lapis morsel,$1.99 ,558,3/28/2019,east
lapis morsel,$1.99 ,516,3/28/2019,west
pink morsel,$3.00 ,535,3/29/2019,north
pink morsel,$3.00 ,562,3/29/2019,south
pink morsel,$3.00 ,552,3/29/2019,east
pink morsel,$3.00 ,551,3/29/2019,west
gold morsel,$9.99 ,549,3/29/2019,north
gold morsel,$9.99 ,533,3/29/2019,south
gold morsel,$9.99 ,536,3/29/2019,east
gold morsel,$9.99 ,588,3/29/2019,west
magenta morsel,$2.50 ,506,3/29/2019,north
magenta morsel,$2.50 ,520,3/29/2019,south
magenta morsel,$2.50 ,559,3/29/2019,east
magenta morsel,$2.50 ,551,3/29/2019,west
chartreuse morsel,$3.00 ,514,3/29/2019,north
chartreuse morsel,$3.00 ,512,3/29/2019,south
chartreuse morsel,$3.00 ,584,3/29/2019,east
chartreuse morsel,$3.00 ,573,3/29/2019,west
periwinkle morsel,$1.25 ,575,3/29/2019,north
periwinkle morsel,$1.25 ,570,3/29/2019,south
periwinkle morsel,$1.25 ,515,3/29/2019,east
periwinkle morsel,$1.25 ,573,3/29/2019,west
vermilion morsel,$4.99 ,568,3/29/2019,north
vermilion morsel,$4.99 ,546,3/29/2019,south
vermilion morsel,$4.99 ,561,3/29/2019,east
vermilion morsel,$4.99 ,500,3/29/2019,west
lapis morsel,$1.99 ,541,3/29/2019,north
lapis morsel,$1.99 ,585,3/29/2019,south
lapis morsel,$1.99 ,575,3/29/2019,east
lapis morsel,$1.99 ,521,3/29/2019,west
pink morsel,$3.00 ,574,3/30/2019,north
pink morsel,$3.00 ,531,3/30/2019,south
pink morsel,$3.00 ,519,3/30/2019,east
pink morsel,$3.00 ,570,3/30/2019,west
gold morsel,$9.99 ,538,3/30/2019,north
gold morsel,$9.99 ,574,3/30/2019,south
gold morsel,$9.99 ,579,3/30/2019,east
gold morsel,$9.99 ,550,3/30/2019,west
magenta morsel,$2.50 ,595,3/30/2019,north
magenta morsel,$2.50 ,568,3/30/2019,south
magenta morsel,$2.50 ,546,3/30/2019,east
magenta morsel,$2.50 ,581,3/30/2019,west
chartreuse morsel,$3.00 ,512,3/30/2019,north
chartreuse morsel,$3.00 ,509,3/30/2019,south
chartreuse morsel,$3.00 ,513,3/30/2019,east
chartreuse morsel,$3.00 ,541,3/30/2019,west
periwinkle morsel,$1.25 ,570,3/30/2019,north
periwinkle morsel,$1.25 ,507,3/30/2019,south
periwinkle morsel,$1.25 ,566,3/30/2019,east
periwinkle morsel,$1.25 ,589,3/30/2019,west
vermilion morsel,$4.99 ,592,3/30/2019,north
vermilion morsel,$4.99 ,527,3/30/2019,south
vermilion morsel,$4.99 ,589,3/30/2019,east
vermilion morsel,$4.99 ,549,3/30/2019,west
lapis morsel,$1.99 ,540,3/30/2019,north
lapis morsel,$1.99 ,537,3/30/2019,south
lapis morsel,$1.99 ,586,3/30/2019,east
lapis morsel,$1.99 ,510,3/30/2019,west
pink morsel,$3.00 ,595,3/31/2019,north
pink morsel,$3.00 ,570,3/31/2019,south
pink morsel,$3.00 ,551,3/31/2019,east
pink morsel,$3.00 ,524,3/31/2019,west
gold morsel,$9.99 ,520,3/31/2019,north
gold morsel,$9.99 ,523,3/31/2019,south
gold morsel,$9.99 ,535,3/31/2019,east
gold morsel,$9.99 ,514,3/31/2019,west
magenta morsel,$2.50 ,517,3/31/2019,north
magenta morsel,$2.50 ,519,3/31/2019,south
magenta morsel,$2.50 ,541,3/31/2019,east
magenta morsel,$2.50 ,545,3/31/2019,west
chartreuse morsel,$3.00 ,585,3/31/2019,north
chartreuse morsel,$3.00 ,512,3/31/2019,south
chartreuse morsel,$3.00 ,532,3/31/2019,east
chartreuse morsel,$3.00 ,572,3/31/2019,west
periwinkle morsel,$1.25 ,538,3/31/2019,north
periwinkle morsel,$1.25 ,501,3/31/2019,south
periwinkle morsel,$1.25 ,576,3/31/2019,east
periwinkle morsel,$1.25 ,600,3/31/2019,west
vermilion morsel,$4.99 ,526,3/31/2019,north
vermilion morsel,$4.99 ,552,3/31/2019,south
vermilion morsel,$4.99 ,522,3/31/2019,east
vermilion morsel,$4.99 ,588,3/31/2019,west
lapis morsel,$1.99 ,503,3/31/2019,north
lapis morsel,$1.99 ,568,3/31/2019,south
lapis morsel,$1.99 ,516,3/31/2019,east
lapis morsel,$1.99 ,541,3/31/2019,west
pink morsel,$3.00 ,504,4/1/2019,north
pink morsel,$3.00 ,598,4/1/2019,south
pink morsel,$3.00 ,523,4/1/2019,east
pink morsel,$3.00 ,536,4/1/2019,west
gold morsel,$9.99 ,564,4/1/2019,north
gold morsel,$9.99 ,512,4/1/2019,south
gold morsel,$9.99 ,558,4/1/2019,east
gold morsel,$9.99 ,579,4/1/2019,west
magenta morsel,$2.50 ,559,4/1/2019,north
magenta morsel,$2.50 ,582,4/1/2019,south
magenta morsel,$2.50 ,568,4/1/2019,east
magenta morsel,$2.50 ,579,4/1/2019,west
chartreuse morsel,$3.00 ,570,4/1/2019,north
chartreuse morsel,$3.00 ,562,4/1/2019,south
chartreuse morsel,$3.00 ,513,4/1/2019,east
chartreuse morsel,$3.00 ,582,4/1/2019,west
periwinkle morsel,$1.25 ,537,4/1/2019,north
periwinkle morsel,$1.25 ,558,4/1/2019,south
periwinkle morsel,$1.25 ,586,4/1/2019,east
periwinkle morsel,$1.25 ,543,4/1/2019,west
vermilion morsel,$4.99 ,550,4/1/2019,north
vermilion morsel,$4.99 ,584,4/1/2019,south
vermilion morsel,$4.99 ,552,4/1/2019,east
vermilion morsel,$4.99 ,525,4/1/2019,west
lapis morsel,$1.99 ,595,4/1/2019,north
lapis morsel,$1.99 ,578,4/1/2019,south
lapis morsel,$1.99 ,554,4/1/2019,east
lapis morsel,$1.99 ,528,4/1/2019,west
pink morsel,$3.00 ,541,4/2/2019,north
pink morsel,$3.00 ,597,4/2/2019,south
pink morsel,$3.00 ,595,4/2/2019,east
pink morsel,$3.00 ,543,4/2/2019,west
gold morsel,$9.99 ,569,4/2/2019,north
gold morsel,$9.99 ,538,4/2/2019,south
gold morsel,$9.99 ,530,4/2/2019,east
gold morsel,$9.99 ,517,4/2/2019,west
magenta morsel,$2.50 ,508,4/2/2019,north
magenta morsel,$2.50 ,502,4/2/2019,south
magenta morsel,$2.50 ,509,4/2/2019,east
magenta morsel,$2.50 ,535,4/2/2019,west
chartreuse morsel,$3.00 ,587,4/2/2019,north
chartreuse morsel,$3.00 ,514,4/2/2019,south
chartreuse morsel,$3.00 ,594,4/2/2019,east
chartreuse morsel,$3.00 ,555,4/2/2019,west
periwinkle morsel,$1.25 ,581,4/2/2019,north
periwinkle morsel,$1.25 ,544,4/2/2019,south
periwinkle morsel,$1.25 ,565,4/2/2019,east
periwinkle morsel,$1.25 ,578,4/2/2019,west
vermilion morsel,$4.99 ,509,4/2/2019,north
vermilion morsel,$4.99 ,514,4/2/2019,south
vermilion morsel,$4.99 ,500,4/2/2019,east
vermilion morsel,$4.99 ,503,4/2/2019,west
lapis morsel,$1.99 ,566,4/2/2019,north
lapis morsel,$1.99 ,529,4/2/2019,south
lapis morsel,$1.99 ,513,4/2/2019,east
lapis morsel,$1.99 ,568,4/2/2019,west
pink morsel,$3.00 ,513,4/3/2019,north
pink morsel,$3.00 ,542,4/3/2019,south
pink morsel,$3.00 ,565,4/3/2019,east
pink morsel,$3.00 ,506,4/3/2019,west
gold morsel,$9.99 ,562,4/3/2019,north
gold morsel,$9.99 ,579,4/3/2019,south
gold morsel,$9.99 ,566,4/3/2019,east
gold morsel,$9.99 ,546,4/3/2019,west
magenta morsel,$2.50 ,502,4/3/2019,north
magenta morsel,$2.50 ,569,4/3/2019,south
magenta morsel,$2.50 ,560,4/3/2019,east
magenta morsel,$2.50 ,572,4/3/2019,west
chartreuse morsel,$3.00 ,526,4/3/2019,north
chartreuse morsel,$3.00 ,558,4/3/2019,south
chartreuse morsel,$3.00 ,500,4/3/2019,east
chartreuse morsel,$3.00 ,578,4/3/2019,west
periwinkle morsel,$1.25 ,544,4/3/2019,north
periwinkle morsel,$1.25 ,556,4/3/2019,south
periwinkle morsel,$1.25 ,581,4/3/2019,east
periwinkle morsel,$1.25 ,585,4/3/2019,west
vermilion morsel,$4.99 ,521,4/3/2019,north
vermilion morsel,$4.99 ,513,4/3/2019,south
vermilion morsel,$4.99 ,581,4/3/2019,east
vermilion morsel,$4.99 ,585,4/3/2019,west
lapis morsel,$1.99 ,596,4/3/2019,north
lapis morsel,$1.99 ,568,4/3/2019,south
lapis morsel,$1.99 ,517,4/3/2019,east
lapis morsel,$1.99 ,563,4/3/2019,west
pink morsel,$3.00 ,510,4/4/2019,north
pink morsel,$3.00 ,561,4/4/2019,south
pink morsel,$3.00 ,554,4/4/2019,east
pink morsel,$3.00 ,544,4/4/2019,west
gold morsel,$9.99 ,547,4/4/2019,north
gold morsel,$9.99 ,559,4/4/2019,south
gold morsel,$9.99 ,541,4/4/2019,east
gold morsel,$9.99 ,548,4/4/2019,west
magenta morsel,$2.50 ,537,4/4/2019,north
magenta morsel,$2.50 ,508,4/4/2019,south
magenta morsel,$2.50 ,512,4/4/2019,east
magenta morsel,$2.50 ,507,4/4/2019,west
chartreuse morsel,$3.00 ,507,4/4/2019,north
chartreuse morsel,$3.00 ,600,4/4/2019,south
chartreuse morsel,$3.00 ,553,4/4/2019,east
chartreuse morsel,$3.00 ,515,4/4/2019,west
periwinkle morsel,$1.25 ,590,4/4/2019,north
periwinkle morsel,$1.25 ,529,4/4/2019,south
periwinkle morsel,$1.25 ,591,4/4/2019,east
periwinkle morsel,$1.25 ,522,4/4/2019,west
vermilion morsel,$4.99 ,542,4/4/2019,north
vermilion morsel,$4.99 ,561,4/4/2019,south
vermilion morsel,$4.99 ,556,4/4/2019,east
vermilion morsel,$4.99 ,548,4/4/2019,west
